sessionid,tt_s,distance_m,slope_pct,speed_kmph,power_w,heartrate_bpm,frequency_ppm,cycle,thrust_left_ms,thrust_right_ms,impulse_left_ns,impulse_right_ns,force_meanl_n,force_meanr_n,f_tot_mean_n,treadmill_force_n,altitude_m,latitude_deg,longitude_deg,usernote = None
2083,1717489409,0.0,0.0,1.3,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,63.19024918600917,14.657651418820024,
2083,1717489410,0.23,0.0,1.4,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,63.19024918600917,14.657655274495482,
2083,1717489411,0.47,0.0,1.5,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.0,63.19024918600917,14.65765904635191,
2083,1717489412,0.7,0.0,1.6,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.0,63.190248012542725,14.657659716904163,
2083,1717489413,0.78,0.0,1.6,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.0,63.190248012542725,14.657659716904163,
2083,1717489414,0.86,0.0,1.7,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.0,63.190248012542725,14.657659716904163,
2083,1717489415,0.94,0.0,1.7,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,63.19024792872369,14.65765812434256,
2083,1717489416,1.02,0.0,1.7,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,63.19024792872369,14.657656531780958,
2083,1717489417,1.1,0.0,1.7,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,63.19024792872369,14.657654855400324,
2083,1717489418,1.18,0.0,1.8,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,63.19024792872369,14.657653262838721,
2083,1717489419,1.26,0.0,1.8,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,63.19024784490466,14.657651670277119,
2083,1717489420,1.34,0.0,1.8,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,63.19024784490466,14.657650077715516,
2083,1717489421,1.42,0.0,1.8,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,63.19024784490466,14.657648485153913,
2083,1717489422,1.5,0.0,1.9,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,63.19024784490466,14.657646892592311,
2083,1717489423,1.58,0.0,1.9,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,63.19024776108563,14.657645300030708,
2083,1717489424,1.66,0.0,1.9,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,63.19024776108563,14.657643707469106,
2083,1717489425,1.74,0.0,1.9,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,63.19024776108563,14.657642031088471,
2083,1717489426,1.82,0.0,2.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0,63.19024776108563,14.657640438526869,
2083,1717489427,1.9,0.0,2.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0,63.1902476772666,14.657638845965266,
2083,1717489428,1.99,0.0,2.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0,63.1902476772666,14.657637253403664,
2083,1717489429,2.07,0.0,2.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0,63.1902476772666,14.657637253403664,
2083,1717489430,2.16,0.0,1.8,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0,63.190247090533376,14.657637253403664,
2083,1717489431,2.26,0.0,1.6,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0,63.190246503800154,14.657638594508171,
2083,1717489432,2.36,0.0,1.4,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0,63.19024591706693,14.65764001943171,
2083,1717489433,2.46,0.0,1.2,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0,63.19024533033371,14.65764144435525,
2083,1717489434,2.55,0.0,1.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0,63.19024474360049,14.65764295309782,
2083,1717489435,2.65,0.0,0.8,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0,63.190244156867266,14.65764437802136,
2083,1717489436,3.52,0.0,2.5,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0,63.19024281576276,14.657661309465766,
2083,1717489437,4.11,0.0,2.5,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0,63.19024180993438,14.657670613378286,
2083,1717489438,4.18,0.0,2.1,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0,63.19024180993438,14.657670613378286,
2083,1717489439,4.25,0.0,1.7,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,63.19024180993438,14.657670613378286,
2083,1717489440,4.32,0.0,1.4,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,63.19024231284857,14.65766977518797,
2083,1717489441,4.39,0.0,1.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,63.19024273194373,14.65766885317862,
2083,1717489442,4.45,0.0,0.7,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,63.19024323485792,14.657668014988303,
2083,1717489443,4.91,0.0,0.7,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,63.19024725817144,14.6576664224267,
